platform,country,region,category,sound_type,duration_sec,views,likes,comments,trend_label,genre,publish_dayofweek,publish_period,creator_avg_views,title_length,completion_rate,traffic_source
1,Ca,North America,Tech,original,15,40064,1975,304,stable,Comedy,Sunday,Night,114135.1,25,0.753,External
1,Ca,North America,Science,trending,50,224311,15464,1529,seasonal,Lifestyle,Friday,Evening,77522.5,29,0.662,Search
1,Us,North America,Travel,licensed,35,24416,2357,187,declining,Food,Thursday,Evening,133984.4,26,0.803,Following
1,Ca,North America,News,original,18,63945,6531,716,seasonal,Fashion,Friday,Afternoon,100507.4,23,0.633,ForYou
1,Mx,North America,Fitness,original,35,77794,5078,486,declining,Pets,Monday,Evening,129372.5,24,0.589,ForYou
1,Mx,North America,Tech,licensed,27,28068,1862,120,declining,Sports,Monday,Morning,94144.9,22,0.537,ForYou
1,Mx,North America,Pets,original,25,102717,11181,1656,stable,Comedy,Monday,Evening,85706.8,26,0.556,Search
1,Us,North America,Education,licensed,56,88861,5318,782,stable,Tech,Thursday,Evening,96742.3,29,0.845,ForYou
1,Us,North America,Science,licensed,33,82925,6338,871,stable,Music,Saturday,Morning,94296.6,21,0.521,ForYou
1,Us,North America,Art,original,44,234154,22766,2778,rising,Dance,Thursday,Morning,88068.7,22,0.536,External
1,Mx,North America,Food,licensed,17,30208,2429,261,declining,Dance,Saturday,Night,109552,24,0.671,ForYou
1,Mx,North America,Sports,original,11,199740,13308,1618,stable,Food,Friday,Night,93427.1,23,0.709,Search
1,Mx,North America,Gaming,trending,47,244611,14183,1267,rising,Food,Sunday,Afternoon,90998.7,23,0.783,ForYou
1,Ca,North America,Food,licensed,24,178469,12120,1168,stable,Lifestyle,Tuesday,Afternoon,101613,32,0.696,Search
1,Us,North America,Fashion,original,46,125619,8234,603,declining,Pets,Thursday,Morning,111632,22,0.804,ForYou
2,Mx,North America,Science,licensed,58,96309,2599,286,stable,Comedy,Tuesday,Evening,112709.6,27,0.683,Suggested
2,Mx,North America,Travel,original,62,18935,765,87,declining,Comedy,Friday,Morning,99200.2,32,0.552,External
2,Ca,North America,Pets,licensed,22,26961,1054,85,seasonal,Comedy,Thursday,Afternoon,116192.9,17,0.455,Suggested
2,Ca,North America,Beauty,licensed,25,18707,1010,107,rising,DIY,Sunday,Morning,109552,20,0.712,Suggested
2,Mx,North America,Education,trending,31,34052,2190,278,rising,Lifestyle,Friday,Night,85369.3,21,0.587,Home
2,Us,North America,Comedy,trending,57,9623,361,25,stable,Gaming,Wednesday,Evening,76801.3,27,0.619,External
2,Us,North America,DIY,trending,72,85004,3550,454,stable,Food,Friday,Morning,98366.2,14,0.694,Home
1,Us,North America,Food,licensed,13,21057,1772,217,rising,Lifestyle,Saturday,Morning,97125.1,33,0.792,Search
1,Mx,North America,Pets,trending,32,248651,21414,2572,stable,Travel,Saturday,Evening,92945.6,20,0.809,Following
1,Mx,North America,Tech,licensed,15,249655,20267,2347,rising,Pets,Tuesday,Evening,82056.4,17,0.813,ForYou
1,Us,North America,Tech,original,75,6436,494,63,declining,Pets,Friday,Evening,127922.9,19,0.763,ForYou
1,Us,North America,Music,licensed,15,28174,2512,236,seasonal,Lifestyle,Friday,Afternoon,96426.1,23,0.513,ForYou
1,Us,North America,Travel,original,11,318394,21679,1581,stable,Food,Friday,Evening,107955.4,16,0.764,Search
1,Mx,North America,Fitness,original,17,146992,16935,1521,rising,Travel,Thursday,Afternoon,139280.8,24,0.671,ForYou
1,Mx,North America,Beauty,trending,67,63342,3701,406,seasonal,Pets,Friday,Evening,109753.9,19,0.712,ForYou
2,Ca,North America,Pets,original,40,158012,6185,680,seasonal,Dance,Wednesday,Afternoon,121486.6,22,0.615,Home
2,Ca,North America,Art,licensed,27,136869,4785,533,declining,Lifestyle,Friday,Evening,102608.2,21,0.715,Suggested
2,Ca,North America,Finance,trending,19,48520,1888,143,declining,Music,Friday,Morning,95392.8,15,0.563,External
2,Ca,North America,Food,trending,46,27022,1467,104,stable,Fashion,Sunday,Morning,103134.2,20,0.472,Home
2,Us,North America,Art,original,21,44961,1637,186,declining,Pets,Saturday,Afternoon,90345.1,20,0.467,Search
2,Ca,North America,Education,original,39,36362,1352,208,seasonal,Tech,Thursday,Afternoon,89008.1,31,0.438,Suggested
2,Mx,North America,Science,trending,47,37259,1796,136,stable,Beauty,Tuesday,Evening,91480.6,18,0.63,Suggested
2,Us,North America,Music,trending,90,80038,3139,509,declining,Tech,Friday,Night,111410.3,23,0.51,Search
2,Mx,North America,Beauty,licensed,66,173254,5217,364,seasonal,Education,Monday,Evening,92657.1,25,0.638,Search
2,Ca,North America,News,trending,30,18199,567,46,rising,Fashion,Saturday,Afternoon,65130,22,0.503,Home
1,Mx,North America,Education,licensed,44,251049,24722,1773,seasonal,Sports,Wednesday,Evening,121486.6,22,0.807,Following
1,Ca,North America,Art,licensed,21,143674,6621,994,rising,Gaming,Saturday,Afternoon,110188.3,28,0.505,ForYou
1,Ca,North America,Science,trending,27,95879,8662,578,declining,Food,Sunday,Evening,104158.3,22,0.774,Following
1,Mx,North America,Art,licensed,20,58429,3722,284,declining,Sports,Wednesday,Afternoon,135508.1,24,0.625,ForYou
1,Ca,North America,Fashion,trending,22,209963,13602,2044,seasonal,Beauty,Friday,Night,94621.9,24,0.605,Following
1,Ca,North America,Science,original,34,159832,10511,1057,declining,Gaming,Friday,Afternoon,106295.8,28,0.679,ForYou
1,Us,North America,Lifestyle,licensed,21,51466,2684,295,declining,Music,Friday,Evening,100266.4,24,0.548,External
1,Us,North America,Pets,licensed,22,6439,351,47,stable,Sports,Friday,Evening,92657.1,22,0.509,External
1,Ca,North America,Education,original,58,49679,3144,216,seasonal,Comedy,Friday,Afternoon,63469.8,26,0.814,ForYou
1,Mx,North America,Gaming,original,34,8958,689,86,declining,Travel,Wednesday,Evening,83525.5,17,0.659,ForYou
2,Ca,North America,Food,original,15,23757,600,49,seasonal,Food,Saturday,Evening,104175.6,20,0.567,Home
2,Mx,North America,Art,trending,27,41022,1506,236,declining,Tech,Monday,Evening,100197.7,24,0.652,Search
2,Us,North America,DIY,trending,27,38908,1031,94,stable,Pets,Friday,Afternoon,92439.5,20,0.426,Home
2,Mx,North America,News,trending,33,105776,2054,323,stable,Beauty,Friday,Evening,91362.1,18,0.615,Suggested
2,Ca,North America,Gaming,trending,32,199236,7960,903,stable,Pets,Friday,Afternoon,100266.4,17,0.622,External
2,Us,North America,News,trending,22,58451,1420,176,seasonal,Food,Sunday,Morning,104933.1,22,0.536,Home
2,Mx,North America,Art,original,30,27391,853,132,stable,Fashion,Friday,Evening,81777.9,23,0.52,Home
2,Mx,North America,DIY,licensed,51,178043,7768,932,seasonal,Lifestyle,Wednesday,Evening,132431.6,21,0.631,Search
2,Mx,North America,Music,licensed,44,309884,16122,1198,seasonal,Gaming,Monday,Morning,96426.1,25,0.525,Search
2,Mx,North America,Finance,original,48,225151,6345,970,rising,Fashion,Sunday,Afternoon,107116.8,21,0.675,Suggested
2,Mx,North America,Travel,licensed,11,51488,2119,157,rising,Education,Thursday,Evening,97201.9,16,0.418,Home
2,Us,North America,News,licensed,33,45389,2817,200,rising,Beauty,Sunday,Evening,92945.6,22,0.467,Home
2,Ca,North America,Lifestyle,original,24,60950,2609,353,stable,Education,Friday,Evening,115353,18,0.408,Suggested
2,Us,North America,News,licensed,36,144064,3312,405,rising,Fashion,Saturday,Evening,83077.8,20,0.647,Home
2,Us,North America,Automotive,trending,45,37366,2033,190,rising,Education,Wednesday,Afternoon,83079,16,0.527,Suggested
1,Ca,North America,Fitness,trending,18,191291,13603,1057,stable,Food,Tuesday,Morning,110188.3,18,0.544,ForYou
1,Mx,North America,Automotive,trending,45,217996,11260,900,seasonal,Pets,Sunday,Afternoon,102487.9,22,0.713,ForYou
1,Mx,North America,Fashion,trending,27,215230,17733,2011,rising,Tech,Sunday,Morning,94953.4,24,0.737,Following
1,Mx,North America,Automotive,licensed,23,96127,6461,622,rising,Pets,Thursday,Morning,105769.8,19,0.696,ForYou
1,Ca,North America,News,trending,14,87323,6428,915,declining,Gaming,Wednesday,Afternoon,76131.2,30,0.721,Following
1,Us,North America,Comedy,licensed,20,66013,2895,264,stable,Pets,Saturday,Afternoon,92277.3,17,0.53,Search
1,Mx,North America,DIY,licensed,12,37580,2481,326,rising,Travel,Sunday,Evening,86941.3,24,0.533,ForYou
1,Us,North America,Fashion,licensed,33,47824,2334,207,rising,Sports,Friday,Evening,104175.6,26,0.645,ForYou
1,Us,North America,Finance,trending,10,97348,5060,654,stable,Fashion,Monday,Afternoon,105769.8,18,0.63,ForYou
1,Ca,North America,News,trending,20,113673,8473,914,seasonal,Travel,Saturday,Morning,81001,23,0.82,Following
1,Mx,North America,Music,original,27,29956,2011,240,declining,Sports,Friday,Morning,117301.2,22,0.619,ForYou
1,Ca,North America,News,trending,23,77014,3155,235,rising,Beauty,Friday,Evening,86157.4,21,0.591,ForYou
1,Us,North America,Food,trending,16,115293,7266,1042,seasonal,Music,Monday,Evening,132974.8,14,0.594,Search
1,Ca,North America,Fashion,licensed,27,31565,3415,344,seasonal,Beauty,Monday,Afternoon,110275.8,22,0.552,ForYou
1,Mx,North America,Fashion,licensed,43,168393,7474,590,stable,Dance,Saturday,Evening,127261.5,25,0.63,ForYou
1,Us,North America,Comedy,licensed,24,41270,2450,262,seasonal,Dance,Thursday,Evening,150387.6,22,0.567,Following
1,Ca,North America,Food,trending,22,61133,3107,434,declining,Education,Monday,Night,75227.3,18,0.723,ForYou
2,Mx,North America,Fitness,original,57,15828,714,60,stable,Sports,Friday,Night,96474.3,22,0.658,Suggested
2,Mx,North America,Fitness,licensed,25,75432,3229,464,declining,Pets,Saturday,Evening,139280.8,24,0.528,Home
2,Mx,North America,DIY,trending,55,49599,1259,115,seasonal,Comedy,Monday,Evening,102500.9,9,0.555,Search
2,Ca,North America,Tech,original,46,102698,4219,414,seasonal,Tech,Tuesday,Morning,88159.6,24,0.704,Home
2,Us,North America,Travel,trending,30,22757,667,80,stable,Gaming,Friday,Evening,85260.3,26,0.583,Suggested
2,Mx,North America,Sports,original,46,43266,2212,211,rising,Music,Friday,Evening,96742.3,15,0.552,Suggested
2,Us,North America,Education,trending,21,8914,303,26,rising,Music,Tuesday,Afternoon,102133.2,28,0.743,Suggested
2,Mx,North America,DIY,licensed,22,3884,123,14,rising,Music,Wednesday,Morning,84030.9,21,0.714,Suggested
2,Us,North America,Art,trending,38,19140,1049,72,rising,Music,Friday,Night,100507.4,17,0.5,Suggested
1,Ca,North America,Comedy,original,15,59920,5108,389,rising,Beauty,Friday,Evening,81897,23,0.573,ForYou
1,Mx,North America,Finance,licensed,33,57698,3251,290,stable,Education,Sunday,Night,87740.9,16,0.797,ForYou
1,Mx,North America,Lifestyle,original,41,54176,5850,507,declining,Gaming,Thursday,Evening,104158.3,28,0.756,External
1,Us,North America,Lifestyle,original,41,102097,6801,575,declining,Sports,Tuesday,Evening,63588.5,24,0.683,External
1,Ca,North America,DIY,trending,27,78451,4261,535,rising,Beauty,Thursday,Afternoon,100666.5,24,0.578,ForYou
1,Mx,North America,Food,original,22,27237,973,76,declining,Beauty,Thursday,Night,97756.8,22,0.573,Search
1,Mx,North America,News,original,26,120894,6661,1094,stable,Beauty,Wednesday,Evening,110281.5,22,0.688,Search
1,Ca,North America,Art,original,21,201495,26059,3377,stable,Food,Sunday,Afternoon,82782.7,25,0.733,ForYou
1,Mx,North America,DIY,original,18,89076,7150,484,seasonal,Travel,Monday,Morning,92976.5,26,0.761,ForYou
1,Ca,North America,Music,original,42,624714,20716,2241,declining,Comedy,Saturday,Evening,108537.2,29,0.7,External
1,Mx,North America,Lifestyle,licensed,20,81965,4953,540,declining,Food,Friday,Afternoon,76776.4,23,0.785,ForYou
1,Ca,North America,Sports,trending,22,84246,3754,514,declining,Tech,Monday,Evening,96007.1,31,0.727,ForYou
1,Us,North America,Finance,trending,25,53530,2052,273,stable,Comedy,Sunday,Evening,78434.5,14,0.672,Search
2,Mx,North America,Beauty,original,52,119213,6449,730,seasonal,Sports,Wednesday,Afternoon,108537.2,24,0.675,External
2,Us,North America,Comedy,original,75,305715,11538,1020,stable,Travel,Thursday,Evening,101614.1,20,0.548,Home
2,Us,North America,Education,original,48,287482,9837,922,stable,Dance,Friday,Afternoon,82901.5,20,0.644,Suggested
2,Us,North America,Automotive,original,13,14185,496,61,rising,Comedy,Thursday,Evening,83290.1,20,0.615,Search
2,Mx,North America,DIY,licensed,32,47779,2258,182,stable,Sports,Wednesday,Evening,97509.2,26,0.612,Suggested
2,Us,North America,Beauty,original,25,41219,1332,102,declining,Comedy,Sunday,Evening,78514.6,27,0.716,Suggested
2,Us,North America,News,trending,31,6069,165,14,rising,Gaming,Saturday,Morning,99200.2,27,0.703,Search
2,Mx,North America,Music,trending,27,53737,3015,280,rising,Tech,Tuesday,Evening,92619,24,0.656,Home
2,Mx,North America,News,original,33,129465,8150,675,stable,Pets,Thursday,Evening,89206.3,17,0.424,Home
2,Us,North America,Finance,trending,31,41184,897,139,rising,Pets,Tuesday,Evening,121071.3,19,0.471,Search
1,Ca,North America,Beauty,trending,10,9332,870,92,stable,Sports,Sunday,Evening,100554.5,24,0.72,Following
1,Mx,North America,Food,trending,31,159693,12330,1331,stable,Lifestyle,Friday,Afternoon,101504.2,27,0.694,Following
1,Us,North America,Gaming,original,34,95884,7044,619,stable,Dance,Saturday,Evening,99230,15,0.762,ForYou
1,Mx,North America,Education,trending,10,216712,11972,1193,stable,Comedy,Tuesday,Night,87560.6,12,0.69,Search
1,Us,North America,News,trending,17,45076,2110,268,stable,Dance,Saturday,Afternoon,96533.9,22,0.794,ForYou
1,Us,North America,DIY,trending,55,149342,11239,984,rising,Comedy,Friday,Afternoon,85893.3,26,0.715,Following
1,Ca,North America,Beauty,licensed,28,36427,3968,264,rising,Comedy,Saturday,Evening,84206,23,0.704,External
1,Us,North America,Tech,trending,30,131432,6356,731,declining,Education,Friday,Evening,94693.5,24,0.813,External
1,Mx,North America,Finance,original,15,26007,1443,195,seasonal,Beauty,Friday,Evening,98301.3,22,0.633,ForYou
1,Us,North America,Pets,trending,14,12632,1018,149,seasonal,Fashion,Friday,Night,103877.5,22,0.536,External
1,Mx,North America,Sports,original,52,17564,1369,191,stable,Sports,Friday,Night,117060.9,24,0.829,Following
1,Mx,North America,Art,original,24,94148,5606,807,stable,Education,Saturday,Evening,83077.8,23,0.779,External
2,Ca,North America,Pets,licensed,76,18271,531,42,seasonal,Education,Monday,Afternoon,87635.1,30,0.721,Home
2,Us,North America,Beauty,trending,29,62882,4397,559,seasonal,Beauty,Wednesday,Afternoon,112761.3,21,0.548,Home
2,Us,North America,DIY,original,53,68017,2336,271,rising,Food,Thursday,Evening,124149.6,23,0.643,Search
2,Us,North America,Comedy,trending,40,26418,1211,109,rising,Beauty,Thursday,Afternoon,79263.6,27,0.688,Suggested
2,Us,North America,Finance,original,39,234644,10529,1520,declining,Beauty,Friday,Afternoon,97585.7,21,0.426,Suggested
2,Mx,North America,News,original,61,198179,10936,805,declining,Tech,Tuesday,Night,122780.7,23,0.59,Search
2,Us,North America,Art,licensed,56,65965,2427,316,declining,Food,Friday,Morning,87560.6,21,0.523,Suggested
1,Us,North America,Sports,trending,22,169947,26798,2124,rising,Education,Saturday,Evening,99230,18,0.768,ForYou
1,Mx,North America,Tech,original,19,186479,9298,866,seasonal,Comedy,Friday,Afternoon,129907.2,20,0.537,ForYou
1,Us,North America,Beauty,licensed,19,141561,7505,940,rising,Comedy,Sunday,Afternoon,120866.4,29,0.8,ForYou
1,Mx,North America,Finance,licensed,53,28265,1754,178,stable,Comedy,Wednesday,Afternoon,107610.4,25,0.706,ForYou
1,Mx,North America,Sports,original,34,114936,9619,1240,seasonal,Food,Friday,Afternoon,96938.3,23,0.579,ForYou
1,Mx,North America,News,trending,43,304925,11738,1357,seasonal,Tech,Wednesday,Evening,90345.1,24,0.656,ForYou
1,Us,North America,Beauty,trending,32,105686,9376,1204,rising,Sports,Sunday,Morning,127501.8,24,0.659,Search
1,Ca,North America,Comedy,trending,42,30444,2117,223,rising,Lifestyle,Sunday,Evening,89534.9,29,0.607,Search
1,Us,North America,Food,original,36,419572,31269,3737,seasonal,Music,Wednesday,Afternoon,88270.1,12,0.542,Search
1,Us,North America,Beauty,licensed,37,45129,3174,410,stable,Beauty,Monday,Evening,93727.3,20,0.519,ForYou
2,Us,North America,Travel,trending,49,25904,1181,164,declining,Lifestyle,Sunday,Evening,83079,25,0.669,Search
2,Us,North America,Finance,licensed,21,40755,2329,376,seasonal,Music,Sunday,Afternoon,78225,15,0.481,External
2,Ca,North America,Automotive,trending,12,18409,833,81,declining,Music,Tuesday,Evening,92542.5,26,0.525,Suggested
2,Ca,North America,Science,original,55,28051,672,78,seasonal,Fashion,Monday,Morning,101777.7,16,0.555,Suggested
2,Mx,North America,Beauty,original,40,14283,494,45,seasonal,Lifestyle,Thursday,Evening,116192.9,23,0.402,Search
2,Us,North America,Science,licensed,25,262214,12439,1832,declining,Lifestyle,Friday,Afternoon,107610.4,21,0.448,Home
2,Mx,North America,Fitness,trending,22,14181,518,63,declining,Beauty,Saturday,Afternoon,150203.4,30,0.727,Suggested
2,Us,North America,Comedy,trending,26,220920,7602,1103,seasonal,Travel,Wednesday,Evening,84030.9,17,0.531,Home
2,Mx,North America,News,licensed,34,98838,4029,485,stable,Music,Wednesday,Evening,94953.4,15,0.488,Home
2,Mx,North America,Science,original,58,386993,7790,1033,seasonal,Food,Monday,Afternoon,130473.1,14,0.457,Suggested
2,Us,North America,Pets,trending,25,180281,5043,531,stable,Fashion,Thursday,Evening,92277.3,18,0.484,Suggested
1,Mx,North America,Fashion,original,61,136153,10545,1246,declining,Fashion,Tuesday,Evening,108022.1,21,0.595,ForYou
1,Mx,North America,Beauty,trending,37,109233,5739,621,seasonal,Dance,Thursday,Evening,146427.8,22,0.549,External
1,Ca,North America,Pets,licensed,26,101139,7628,1149,declining,Food,Tuesday,Afternoon,90369.7,14,0.627,Following
1,Ca,North America,Fashion,original,24,163318,13335,1858,stable,Sports,Monday,Evening,81063.8,22,0.671,ForYou
2,Mx,North America,Science,original,38,945595,21491,2487,declining,Music,Friday,Night,97585.7,26,0.461,Search
2,Ca,North America,Automotive,trending,48,85673,3860,268,seasonal,Pets,Friday,Evening,108840.2,22,0.665,Home
2,Mx,North America,DIY,original,50,14534,456,70,seasonal,Comedy,Friday,Evening,96938.3,17,0.484,Suggested
2,Mx,North America,Sports,original,37,81012,3422,309,declining,Fashion,Wednesday,Morning,87019.9,19,0.454,Home
2,Mx,North America,Beauty,original,25,154342,9724,944,rising,Pets,Friday,Evening,78433.1,22,0.668,Home
2,Ca,North America,Music,licensed,28,53064,2625,370,rising,Travel,Saturday,Evening,95201.4,20,0.729,Suggested
1,Ca,North America,Music,original,42,40007,2653,301,declining,Food,Friday,Evening,88159.6,20,0.755,Search
1,Mx,North America,Fashion,original,39,36637,3198,413,rising,Lifestyle,Thursday,Morning,94693.5,22,0.605,ForYou
1,Mx,North America,Art,licensed,31,182690,14016,1396,stable,Education,Friday,Evening,122702.4,18,0.623,ForYou
1,Mx,North America,Beauty,trending,30,197007,19625,1412,rising,Gaming,Friday,Evening,91096.1,29,0.56,ForYou
1,Ca,North America,Pets,original,29,253007,11897,1135,declining,Pets,Tuesday,Night,134127,17,0.531,ForYou
1,Ca,North America,Science,original,32,21538,1435,200,stable,Food,Friday,Evening,97756.8,19,0.753,External
1,Mx,North America,News,trending,31,62063,5677,726,declining,Education,Friday,Evening,127501.8,27,0.658,External
1,Ca,North America,News,trending,9,334115,33999,3264,stable,Tech,Saturday,Afternoon,107116.8,31,0.822,Following
1,Mx,North America,Fitness,trending,26,248739,8933,654,rising,Travel,Tuesday,Afternoon,96533.9,19,0.531,ForYou
1,Mx,North America,Beauty,original,24,12561,1374,114,seasonal,Music,Friday,Afternoon,76647.2,15,0.838,ForYou
2,Ca,North America,Music,licensed,19,85101,3146,274,stable,Tech,Thursday,Evening,105639.6,23,0.532,Home
2,Ca,North America,Lifestyle,original,49,16596,557,80,rising,Comedy,Sunday,Morning,93389,26,0.6,Home
2,Us,North America,Gaming,trending,42,516367,13478,1705,rising,Education,Saturday,Evening,117704,25,0.74,Home
2,Mx,North America,Beauty,trending,41,103131,2166,233,stable,Comedy,Saturday,Night,74310.1,19,0.656,Search
2,Mx,North America,DIY,original,50,188167,7743,907,declining,Pets,Tuesday,Night,109654.6,19,0.7,Suggested
2,Ca,North America,Sports,licensed,15,21245,719,67,declining,Education,Thursday,Evening,86230.4,27,0.42,Home
2,Mx,North America,Fitness,licensed,52,197848,10222,1327,rising,Fashion,Saturday,Night,84611.9,21,0.615,Home
2,Ca,North America,Gaming,original,90,25010,633,62,seasonal,Pets,Monday,Afternoon,129907.2,20,0.522,Home
2,Mx,North America,Art,original,23,185861,7400,493,rising,Beauty,Saturday,Morning,120443.3,22,0.478,Search
1,Ca,North America,Beauty,licensed,47,75632,7388,833,rising,Fashion,Friday,Evening,169079.9,20,0.787,Search
1,Us,North America,Travel,licensed,41,102657,11947,1431,seasonal,Comedy,Sunday,Evening,105983.5,29,0.839,Following
1,Ca,North America,Finance,licensed,39,32115,2111,249,rising,Gaming,Tuesday,Night,106295.8,27,0.823,ForYou
1,Us,North America,Finance,trending,13,19744,1323,193,declining,Food,Thursday,Evening,66508.8,20,0.654,ForYou
1,Us,North America,Education,original,44,150669,13916,1358,stable,Lifestyle,Friday,Evening,107717.7,26,0.75,Following
1,Mx,North America,Science,trending,33,50036,3015,326,rising,Dance,Sunday,Afternoon,129372.5,17,0.567,Search
1,Ca,North America,Pets,original,46,91372,11384,1103,stable,Pets,Sunday,Afternoon,98122.4,20,0.672,Search
1,Us,North America,Comedy,licensed,29,87741,6790,802,rising,Fashion,Thursday,Evening,81626.7,18,0.824,Following
1,Ca,North America,Finance,licensed,37,216321,9722,1615,seasonal,Dance,Thursday,Evening,91380.1,25,0.614,ForYou
1,Us,North America,Science,trending,33,77649,5417,864,declining,Food,Monday,Night,115103.2,14,0.806,Search
2,Us,North America,News,original,28,36733,2834,256,stable,Music,Tuesday,Morning,101520.1,28,0.571,External
2,Mx,North America,Music,trending,29,41468,1979,163,declining,Comedy,Wednesday,Evening,118088.6,21,0.524,Search
2,Us,North America,Gaming,original,15,74588,3340,399,stable,Sports,Sunday,Evening,98432,26,0.7,Suggested
2,Mx,North America,Science,licensed,24,231483,6965,705,stable,Fashion,Wednesday,Afternoon,119306.4,22,0.596,Suggested
2,Ca,North America,News,trending,90,49361,2392,257,stable,Gaming,Wednesday,Evening,95029.2,28,0.442,Search
2,Mx,North America,Tech,original,31,313471,9097,1215,seasonal,Sports,Tuesday,Evening,103877.5,26,0.571,Home
2,Us,North America,Comedy,original,17,109099,4757,616,rising,Beauty,Friday,Afternoon,103117.8,22,0.741,Suggested
2,Us,North America,Fitness,original,42,145832,10298,1512,seasonal,Sports,Sunday,Afternoon,115624.3,28,0.748,Home
2,Mx,North America,Music,trending,27,84096,1758,122,declining,Education,Friday,Evening,92871.7,32,0.507,Home
2,Us,North America,Comedy,licensed,30,363695,9088,1247,declining,Music,Saturday,Afternoon,97201.9,23,0.74,Suggested
2,Mx,North America,Music,original,26,116575,3039,253,declining,Music,Friday,Evening,97042.8,28,0.554,External
2,Us,North America,Automotive,licensed,41,336533,18825,2892,stable,Music,Sunday,Night,101355.4,26,0.402,Home
1,Mx,North America,Science,licensed,20,25477,952,96,rising,Pets,Friday,Evening,111908.5,17,0.565,ForYou
1,Mx,North America,Food,original,47,305305,14210,1127,declining,Beauty,Tuesday,Night,162949.3,25,0.706,External
1,Ca,North America,Fashion,licensed,18,19363,934,68,seasonal,Food,Sunday,Afternoon,44841.3,15,0.733,Search
1,Ca,North America,Lifestyle,licensed,15,118449,10263,1484,seasonal,Pets,Tuesday,Evening,100554.5,19,0.573,ForYou
1,Mx,North America,Art,original,10,29313,1419,191,rising,Food,Sunday,Evening,93418,27,0.68,Following
1,Ca,North America,Pets,licensed,19,102268,13445,1908,seasonal,Gaming,Monday,Afternoon,107955.4,27,0.6,ForYou
1,Mx,North America,Education,trending,33,53440,2683,243,declining,Lifestyle,Wednesday,Afternoon,87461.6,29,0.552,ForYou
1,Ca,North America,Tech,original,21,169994,8478,827,declining,Sports,Sunday,Morning,91094.5,28,0.767,ForYou
1,Us,North America,Art,original,28,40317,3103,300,declining,Pets,Friday,Afternoon,162949.3,19,0.8,External
1,Us,North America,Pets,original,51,54729,2800,446,declining,Lifestyle,Monday,Afternoon,134127,22,0.837,ForYou
1,Us,North America,Tech,original,34,9095,966,100,declining,Fashion,Friday,Evening,118634.1,20,0.812,Following
1,Mx,North America,Art,trending,37,17801,847,87,rising,Travel,Sunday,Night,97756.8,27,0.595,Search
1,Ca,North America,Automotive,licensed,27,32502,1582,182,seasonal,Dance,Thursday,Evening,121668.7,25,0.767,Following
2,Mx,North America,News,licensed,58,186762,6118,723,rising,Education,Sunday,Evening,108368.7,16,0.433,Home
2,Ca,North America,Pets,original,18,10065,354,42,rising,Comedy,Tuesday,Evening,92903,11,0.711,Suggested
2,Mx,North America,Food,licensed,61,36655,1600,163,rising,Music,Tuesday,Evening,98396.5,26,0.662,Suggested
2,Ca,North America,Pets,licensed,87,41874,1585,107,seasonal,Pets,Friday,Afternoon,87499.9,17,0.629,Home
2,Mx,North America,Gaming,trending,28,57647,2958,211,rising,Travel,Friday,Evening,121668.7,17,0.543,Search
2,Us,North America,Tech,original,50,137539,6330,793,seasonal,Pets,Saturday,Evening,112791.6,24,0.482,Home
2,Ca,North America,DIY,original,47,10288,431,49,stable,Music,Saturday,Morning,141736.2,28,0.491,External
2,Mx,North America,Education,licensed,71,36123,1501,173,stable,Food,Tuesday,Evening,127501.8,14,0.544,Home
2,Mx,North America,Comedy,original,22,92460,3652,280,declining,Beauty,Saturday,Morning,106317.9,21,0.459,Suggested
2,Ca,North America,Travel,original,37,32673,1932,196,seasonal,Sports,Sunday,Evening,102923.2,22,0.538,Suggested
2,Mx,North America,Fitness,trending,23,25604,756,107,rising,Sports,Friday,Evening,102500.9,26,0.461,Suggested
2,Ca,North America,Automotive,original,40,340477,10018,1197,rising,Music,Friday,Afternoon,117464.6,15,0.442,Home
1,Us,North America,Music,trending,19,88625,5550,610,seasonal,Music,Monday,Evening,82782.7,23,0.653,Following
1,Mx,North America,Science,original,28,21034,2406,313,seasonal,Lifestyle,Saturday,Night,103134.2,30,0.589,Following
1,Ca,North America,Gaming,licensed,30,471730,24564,2547,seasonal,Food,Friday,Evening,105870.4,16,0.73,Following
1,Ca,North America,Gaming,licensed,28,41018,3162,316,stable,Comedy,Tuesday,Night,107658,13,0.636,Search
1,Us,North America,Art,original,15,46411,2370,241,rising,Travel,Friday,Evening,132796.4,23,0.527,External
1,Ca,North America,Fashion,trending,14,33612,1288,134,seasonal,Pets,Sunday,Morning,121071.3,26,0.586,ForYou
1,Ca,North America,Fitness,trending,23,43059,3924,368,declining,Food,Saturday,Evening,85903.6,29,0.561,ForYou
1,Ca,North America,Sports,original,37,36631,2966,473,rising,Food,Wednesday,Morning,99935.9,24,0.622,Following
1,Mx,North America,Tech,original,16,44268,3746,531,seasonal,Beauty,Thursday,Evening,114010.2,22,0.538,ForYou
1,Ca,North America,Music,original,17,126140,3829,334,rising,Lifestyle,Friday,Afternoon,98246.3,19,0.747,ForYou
1,Mx,North America,Finance,trending,32,140905,8143,994,seasonal,Dance,Friday,Afternoon,96403.9,17,0.75,ForYou
1,Mx,North America,Science,licensed,36,149478,10119,885,stable,Pets,Friday,Evening,92655.5,17,0.514,External
2,Us,North America,Fitness,trending,30,335762,19508,2180,rising,Lifestyle,Friday,Evening,82901.5,23,0.55,Suggested
